"temps_cpu","x"
0.010648488998413086,10
0.010332584381103516,12
0.013206005096435547,13
0.011273860931396484,14
0.010023832321166992,15
0.009270429611206055,20
0.010828733444213867,50
0.02284860610961914,100
0.3363204002380371,500
1.4940929412841797,1000
5.031439304351807,2000
13.22873044013977,3000
33.37050461769104,5000
82.92544484138489,8000
129.70101475715637,10000
324.8741490840912, 15000
513.8440036773682, 20000
