"temps_cpu","x"
0.009442806243896484,10
0.011893987655639648,12
0.010281085968017578,13
0.013539791107177734,14
0.011021614074707031,15
0.012511253356933594,20
0.017480134963989258,50
0.020059823989868164,100
0.29587459564208984,500
1.2181353569030762,1000
4.431793212890625,2000
10.349771738052368,3000
29.722534656524658,5000
72.22971034049988,8000
123.78462338447571,10000
268.4354314804077,15000
595.0554025173187,20000
